ID,Name,Level,Alignment,Size,Traits,Perception,Languages,Skills,Str,Dex,Con,Int,Wis,Cha,AC,Fort,Ref,Will,HP,Resistances,Speed,Source
1790,Venexus's Wyrmlings,5,CE,Medium,"Cold, Dragon","+12; , (imprecise) 60 feet, snow vision","Common, Draconic, Hallit","Acrobatics +12, Athletics +13, Intimidation +10, Stealth +12",+5,+4,+2,-1,+1,+0,22,+12,+15,+9,90,,"30 feet, fly 60 feet, ice climb 30 feet",Pathfinder #176: Lost Mammoth Valley pg. 58
1793,Venexus,9,CE,Large,"Cold, Dragon","+20; , (imprecise) 60 feet, storm vision","Common, Draconic, Hallit","Acrobatics +17, Arcana +17, Athletics +21, Intimidation +19, Stealth +15",+6,+2,+4,+2,+3,+2,28,+21,+15,+17; +1 status to all saves vs. magic,170,,"30 feet, fly 120 feet; ice climb 30 feet",Pathfinder #176: Lost Mammoth Valley pg. 91
1794,Alapolo,17,CN,Medium,"Fey, Shadow",+28;,"Common, Sylvan","Acrobatics +30, Deception +30, Diplomacy +30, Performance +30 (+36 dancing), Shadow Lore +30, Stealth +36",+0,+9,+5,+0,+6,+9,41,+26,+34,+29,310,,40 feet,Pathfinder #174: Shadows of the Ancients pg. 80
1795,Clockwork Clock Tower,20,N,Gargantuan,"Clockwork, Construct, Mindless",+34;,UNKNOWN,Athletics +38,+10,+6,+7,-5,+6,-5,48,+36,+33,+31,325,physical 20 (except,40 feet,Pathfinder #174: Shadows of the Ancients pg. 81
1796,Crawling Slurry,16,N,Medium,"Acid, Mindless, Ooze","+26; motion sense 60 feet, no vision",UNKNOWN,"Athletics +35, Stealth +30 (+34 in acidic surroundings)",+5,+9,+6,-5,+0,-5,30,+28,+31,+20,300,,"30 feet, climb 20 feet",Pathfinder #174: Shadows of the Ancients pg. 82
1797,Chromatic Ooze,18,N,Large,"Mindless, Ooze","+30; motion sense 240 feet, no vision",UNKNOWN,Athletics +35,+9,-5,+10,-5,+0,-5,28,+33,+16,+20,550,,"20 feet, climb 20 feet, swim 20 feet",Pathfinder #174: Shadows of the Ancients pg. 81
1798,Slana,20,CN,Gargantuan,Humanoid,"+36; , (imprecise) 120 feet","Common, Sylvan","Acrobatics +35, Athletics +38, Nature +35, Stealth +33, Survival +37",+10,+7,+7,+2,+7,+6,45,+35,+33,+33,380 (,,"60 feet, climb 30 feet, swim 30 feet;",Pathfinder #174: Shadows of the Ancients pg. 84
1799,Ta'apundo,19,CN,Huge,"Fey, Plant","+35; , greensight","Common, Sylvan","Acrobatics +35, Nature +33, Stealth +35, Survival +37",+6,+10,+5,+0,+10,+6,45,+30,+35,+33,440,wood 20,20 feet; woodland stride,Pathfinder #174: Shadows of the Ancients pg. 85
1800,Wereant Disciple,16,LE,Medium,"Beast, Human, Humanoid, Werecreature","+28; , (imprecise) 30 feet","Common, ; insect empathy,, telepathy, 120 feet","Acrobatics +31, Athletics +28, Stealth +29, Survival +28",+6,+9,+5,+0,+6,+4,39,+28,+30,+25,305,,"40 feet, fly 60 feet",Pathfinder #174: Shadows of the Ancients pg. 86
1801,Wereant Poisoner,17,LE,Medium,"Beast, Human, Humanoid, Werecreature","+29; , (imprecise) 30 feet","Common, ; insect empathy,, telepathy, 120 feet","Acrobatics +33, Athletics +30, Intimidation +30, Society +25, Stealth +32, Survival +30, Thievery +30",+6,+9,+3,+0,+6,+5,40,+27,+32,+29,350,,40 feet,Pathfinder #174: Shadows of the Ancients pg. 87
1802,Lignified Adamantine Golem,17,N,Large,"Construct, Golem, Mindless",+26;,UNKNOWN,Athletics +36,+9,-1,+9,-5,+0,-5,40,+31,+25,+27,255 (repair mode),physical 15 (except,30 feet,Pathfinder #174: Shadows of the Ancients pg. 16
1804,Thorn Guardian,16,N,Small,"Construct, Mindless",+27;,UNKNOWN,Acrobatics +33,+6,+9,+6,-5,+5,+2,39,+27,+30,+35,330,,fly 20 feet,Pathfinder #174: Shadows of the Ancients pg. 19
1806,Shianshi Waymaker,18,LE,Large,"Humanoid, Negative","+32; , (imprecise) 30 feet","Aklo, Common, Necril","Arcana +35, Athletics +34, Intimidation +32, Occultism +31, Stealth +38, Survival +31",+8,+8,+3,+9,+5,+4,42,+27,+35,+29,330 (,,50 feet,Pathfinder #174: Shadows of the Ancients pg. 21
1809,Cataclysm Beetle,18,N,Huge,Beast,"+30; , (imprecise) 60 feet",Common,"Athletics +36, Intimidation +31, Survival +30",+10,+2,+9,-3,+6,+5,44,+35,+26,+30,340,,"30 feet, climb 20 feet",Pathfinder #174: Shadows of the Ancients pg. 40
1810,Red Queen,18,N,Huge,Beast,"+30; , (imprecise) 60 feet",Common,"Athletics +31, Deception +37, Diplomacy +33, Intimidation +33, Society +28, Survival +30",+9,+6,+5,+2,+6,+9,42,+31,+33,+29,335,,"40 feet, climb 20 feet",Pathfinder #174: Shadows of the Ancients pg. 41
1811,Ironclad Annihilator Beetle,21,N,Gargantuan,Beast,+36;,UNKNOWN,"Acrobatics +36, Athletics +42",+10,+6,+10,-5,+5,-1,49,+38,+32,+35,400,,"30 feet, fly 30 feet",Pathfinder #174: Shadows of the Ancients pg. 49
1812,Wereant Sentinel,19,LE,Medium,"Beast, Human, Humanoid, Werecreature","+32; , (imprecise) 30 feet","Common, ; insect empathy,, telepathy, 120 feet","Athletics +37, Intimidation +33, Society +27",+10,+5,+5,+0,+5,+6,43 (45 with shield raised),+35,+29,+32,400,,40 feet,Pathfinder #174: Shadows of the Ancients pg. 50
1813,Hora,6,CG,Medium,"Fey, Nymph",+14;,"Common, Elven, Sylvan, speak with animals, speak with plants","Acrobatics +13, Astronomy Lore +15, Athletics +11, Diplomacy +13, Nature +14, Stealth +15, Survival +14",+1,+5,+2,+3,+4,+5,24,+11,+14,+17,90,,25 feet,Pathfinder #177: Burning Tundra pg. 80
1814,Hora Queen,13,CG,Medium,"Fey, Nymph",+26;,"Common, Elven, Sylvan, speak with animals, speak with plants","Acrobatics +25, Astronomy Lore +27, Athletics +23, Diplomacy +27, Nature +28, Stealth +27, Survival +24",+2,+8,+4,+4,+5,+8,35,+21,+25,+24,190,,25 feet,Pathfinder #177: Burning Tundra pg. 81
1815,Tar Ooze,10,N,Huge,"Mindless, Ooze","+18; motion sense 60 feet, no vision",UNKNOWN,"Athletics +23, Stealth +13 (+17 in tar pits)",+8,-3,+8,-5,+0,-5,18,+22,+10,+15,255,,"15 feet, climb 10 feet; viscous sludge",Pathfinder #177: Burning Tundra pg. 82
1816,Weykoward,10,N,Medium,"Construct, Mindless",+18;,UNKNOWN,"Athletics +21, Stealth +17 (+19 among junk or debris)",+7,+5,+3,-4,+0,-5,29,+23,+19,+16,145,physical 10 (except,25 feet,Pathfinder #177: Burning Tundra pg. 83
1817,Tar Zombie Snatcher,6,NE,Medium,"Mindless, Undead, Zombie",+12;,UNKNOWN,"Athletics +15, Stealth +10 (+14 in tar pits)",+5,+0,+4,-5,+1,-3,22,+18,+10,+13,130 (,,"25 feet, climb 10 feet",Pathfinder #177: Burning Tundra pg. 84
1818,Tar Zombie Predator,7,NE,Large,"Mindless, Undead, Zombie",+15;,UNKNOWN,"Athletics +17, Stealth +11 (+15 in tar pits)",+6,+0,+4,-5,+2,-3,23,+18,+11,+15,180 (,,"30 feet, climb 10 feet",Pathfinder #177: Burning Tundra pg. 84
1819,Tar Zombie Mammoth,9,NE,Huge,"Mindless, Undead, Zombie",+18;,UNKNOWN,"Athletics +20, Stealth +12 (+16 in tar pits)",+7,-1,+5,-5,+1,-3,26,+22,+14,+16,240 (,,30 feet,Pathfinder #177: Burning Tundra pg. 85
1822,Graylok Artillerist,8,CE,Large,"Cold, Giant, Humanoid",+16;,"Common, Jotun","Athletics +21, Crafting +18, Intimidation +16",+5,+3,+5,+3,+2,+0,26,+19,+16,+13,100,,30 feet; ice stride,Pathfinder #177: Burning Tundra pg. 19
1823,Graylok Gatebreaker,8,CE,Large,"Cold, Giant, Humanoid",+16;,"Common, Jotun","Athletics +21, Intimidation +16",+7,+0,+5,+0,+2,+0,28 (30 with shield raised 32 behind cover),+21,+14,+14,130,,25 feet; ice stride,Pathfinder #177: Burning Tundra pg. 20
1824,Graylok Ambusher,8,CE,Large,"Cold, Giant, Humanoid",+19;,"Common, Jotun","Acrobatics +16, Athletics +21, Intimidation +16, Stealth +18 (+22 in snow), Survival +16",+5,+3,+4,+1,+2,+0,26,+16,+19,+13,130,,30 feet; ice stride,Pathfinder #177: Burning Tundra pg. 21
1825,Arboreal Tar Tree,9,NE,Large,"Plant, Undead",+18;,"Arboreal, Common, Necril, Sylvan","Athletics +20, Intimidation +18, Nature +15, Stealth +18 (+22 in forests)",+6,+3,+6,+2,+4,+4,28,+21,+15,+18,175 (,bludgeoning 10 piercing 10,20 feet,Pathfinder #177: Burning Tundra pg. 31
1826,Calcifda,10,LE,Medium,"Earth, Fey",+21; gemsight,"Aklo, Cyclops, Hallit, Jotun, Sylvan, Terran","Athletics +19, Gem Lore +21, Nature +19, Occultism +21",+5,+4,+5,+7,+5,+3,31,+19,+17,+23; +1 status to all saves vs. magic,140,physical 10 (except,"25 feet, burrow 25 feet; earth glide",Pathfinder #177: Burning Tundra pg. 40
1829,Everburning Mammoths,8,CE,Medium,Undead,+16;,"Common, Hallit","Acrobatics +17, Athletics +18, Stealth +17",+5,+5,+4,+1,+4,+0,26,+16,+17,+16,135 (,,30 feet,Pathfinder #177: Burning Tundra pg. 56
1831,"Hegremon, Human Hunter of the Tusk Mountains",13,CE,Large,"Cold, Giant, Humanoid",+27;,"Common, Hallit, Jotun","Acrobatics +27, Athletics +25, Crafting +24, Intimidation +23, Medicine +23, Nature +27, Stealth +27 (+29 in snow), Survival +27",+6,+8,+4,+5,+6,+4,34,+23,+27,+21,225,,"30 feet, climb 15 feet; ice stride",Pathfinder #177: Burning Tundra pg. 86
1834,"Tatterthread, Evil Reflection of a Compassionate Norn",20,CE,Large,Fey,"+39; , , 120 feet,","Common, Jotun, Sylvan, tongues","Deception +35, Intimidation +37, Lore (all) +32, Occultism +38, Religion +32, Stealth +36, Thievery +34",+7,+6,+7,+10,+6,+7,46,+35,+30,+36; +1 status to all saves vs. magic,400 regeneration 15 (deactivated by,,"35 feet, fly 35 feet",Pathfinder #174: Shadows of the Ancients pg. 88
1836,Red Guard Ant,15,N,Large,Beast,"+27; , (imprecise) 60 feet",Common,"Athletics +31, Intimidation +27, Survival +27",+8,+4,+6,-2,+6,+4,37,+29,+23,+26,275,,"40 feet, climb 20 feet",Pathfinder #174: Shadows of the Ancients pg. 72
1837,Alate Ant,16,N,Large,Beast,"+28; , (imprecise) 60 feet",Common,"Acrobatics +32, Intimidation +28, Survival +28",+4,+8,+6,-1,+6,+4,39,+24,+30,+28,295,,"40 feet, climb 20 feet, fly 40 feet",Pathfinder #174: Shadows of the Ancients pg. 72
1838,Red Commander Ant,17,N,Huge,Beast,"+30; , (imprecise) 60 feet",Common,"Athletics +30, Diplomacy +32, Intimidation +32, Nature +29, Survival +29",+9,+5,+6,+0,+6,+9,40,+29,+28,+31,315,,"40 feet, climb 20 feet",Pathfinder #174: Shadows of the Ancients pg. 73
1839,Festering Gnasher,1,NE,Tiny,Undead,+8;,UNKNOWN,"Acrobatics +7 (+9 to, Maneuver in Flight )",+3,+4,+1,-3,+3,+0,16,+4,+9,+6,18 (,,"15 feet, fly 25 feet",Book of the Dead pg. 74
1840,Taunting Skull,5,NE,Tiny,Undead,+13;,"Common, Necril","Acrobatics +12 (+14 to, Maneuver in Flight ), Intimidation +12 (+14 to, Demoralize )",+1,+5,+1,+0,+4,+1,22,+10,+14,+11,80 (,,"15 feet, fly 40 feet",Book of the Dead pg. 74
1841,Daqqanoenyent,9,NE,Large,Undead,+17;,"Common, Necril, ; plus any one language spoken in life (can't speak any language)","Acrobatics +17 (+21 to, Maneuver in Flight ), Athletics +21, Survival +17 (+21 to track anyone involved in the desecration that created them)",+6,+4,+4,+0,+2,+0,28,+21,+17,+15,170 (,,"15 feet, fly 30 feet",Book of the Dead pg. 75
1842,Bhuta,11,NE,Medium,"Incorporeal, Undead",+22;,"Common, Necril, speak with animals","Arcana +20, Deception +22, Nature +24, Survival +22",-5,+7,+3,+5,+5,+7,30,+18,+24,+22,175 (,all damage 10 (except,fly 30 feet,Book of the Dead pg. 76
1843,Bone Croupier,5,NE,Medium,Undead,+11;,"Common, Necril","Acrobatics +14, Deception +14, Diplomacy +14, Games Lore +12, Stealth +14, Thievery +14",+2,+5,+2,+1,+2,+5,22,+9,+14,+14,50 (,,25 feet,Book of the Dead pg. 77
1844,Cadaverous Rake,8,CE,Medium,Undead,+16; (18 to initiative),"Common, Necril","Acrobatics +18, Athletics +19 (+21 to, Disarm ), Deception +16, Intimidation +18, Thievery +16",+5,+6,+4,+3,+2,+4,27 (29 with Parry Dance),+16,+20,+12,125 (,,30 feet,Book of the Dead pg. 78
1845,Child of Urgathoa,8,NE,Large,Undead,+18;,"Common, Necril","Acrobatics +13, Deception +15, Intimidation +15, Religion +18, Stealth +13",+6,+3,+4,+2,+6,+5,27,+14,+15,+18,165 (,,fly 40 feet,Book of the Dead pg. 79
1846,Combusted,3,NE,Medium,"Fire, Undead",+6;,"Common, Necril, ; can't speak any language","Acrobatics +9, Athletics +10",+4,+3,+3,-2,-1,+0,19,+10,+12,+4,65 (,,25 feet,Book of the Dead pg. 80
1847,Corpseroot,11,NE,Huge,Undead,+18;,"Arboreal, Necril, Sylvan, ; (can't speak any language)","Athletics +24, Stealth +18",+7,+3,+5,-2,+3,+2,30,+24,+18,+18,225 (,bludgeoning 10 piercing 10,20 feet,Book of the Dead pg. 81
1848,Vanyver (Nightwing),13,CE,Huge,"Darvakka, Shadow, Undead","+26; , 60 feet","Abyssal, Common, Infernal, Necril, telepathy, 100 feet","Acrobatics +23, Arcana +23, Athletics +27, Negative Energy Plane Lore +25, Religion +24, Shadow Plane Lore +25, Stealth +25",+8,+4,+6,+4,+5,+5,34,+29,+23,+22,295 (,,"25 feet, fly 60 feet",Book of the Dead pg. 82
1849,Sykever (Nightwalker),15,CE,Huge,"Darvakka, Shadow, Undead","+29; , 60 feet","Abyssal, Common, Infernal, Necril, telepathy, 100 feet","Arcana +27, Athletics +29, Intimidation +28, Negative Energy Plane Lore +27, Religion +27, Shadow Plane Lore +27, Stealth +27, Warfare Lore +27",+8,+4,+6,+6,+6,+7,37,+25,+25,+31,335 (,,"40 feet,",Book of the Dead pg. 83
1850,Urveth (Nightcrawler),18,CE,Gargantuan,"Darvakka, Shadow, Undead","+32; , 60 feet","Abyssal, Common, Infernal, Necril, telepathy, 100 feet","Arcana +29, Athletics +35, Negative Energy Plane Lore +31, Religion +32, Shadow Plane Lore +31, Stealth +31",+10,+5,+8,+5,+6,+6,40,+32,+29,+34,460 (,,"25 feet, burrow 60 feet,",Book of the Dead pg. 84
1851,Nasurgeth (Nightwave),20,CE,Gargantuan,"Aquatic, Darvakka, Shadow, Undead","+36; , 60 feet","Abyssal, Common, Infernal, Necril, telepathy, 100 feet","Arcana +36, Athletics +39, Negative Energy Plane Lore +36, Religion +36, Shadow Plane Lore +36, Stealth +34",+11,+6,+7,+8,+8,+7,45,+35,+32,+36,510 (,,"fly 60 feet, swim 80 feet",Book of the Dead pg. 85
1852,Death Coach,14,NE,Huge,"Incorporeal, Spirit, Undead","+26; , 60 feet","Common, Daemonic, Infernal, Necril, ; (can't speak any language)","Acrobatics +28, Driving Lore +25, Intimidation +25, Society +21, Survival +22",-5,+8,+2,+3,+4,+5,35,+22,+28,+24,228 (,all damage 10 (except,"60 feet, fly 60 feet; soulbound gallop",Book of the Dead pg. 86
1853,Deathless Acolyte,3,NE,Medium,Undead,+9;,"Common, Necril","Intimidation +9, Occultism +8, Religion +11, Stealth +7",+1,+2,+0,+1,+4,+2,17,+7,+7,+11,36 (,,25 feet,Book of the Dead pg. 88
1854,Deathless Hierophant,7,NE,Medium,Undead,+15;,"Common, Necril","Intimidation +15, Occultism +12, Religion +19, Stealth +13",+2,+4,+0,+1,+6,+4,23,+13,+13,+17,87 (,,25 feet,Book of the Dead pg. 88
1855,Ecorche,16,CE,Medium,Undead,+27;,"Common, Necril","Athletics +33, Deception +31, Intimidation +27 (+31 when skinless), Stealth +28",+9,+6,+7,+0,+5,+5,38,+27,+30,+27,275,,25 feet,Book of the Dead pg. 90
1856,Excorion,7,NE,Medium,Undead,+18;,UNKNOWN,"Acrobatics +16, Athletics +17, Stealth +16",+4,+5,+4,-3,+1,+0,24,+17,+18,+14,160 (,,35 feet,Book of the Dead pg. 91
1857,Fiddling Bones,3,NE,Medium,Undead,+9;,"Common, Necril","Acrobatics +10, Diplomacy +9, Intimidation +9, Performance +13, Theater Lore +10",+1,+3,+1,+3,+2,+4,18,+6,+12,+9,30 (,,25 feet,Book of the Dead pg. 92
1858,Fluxwraith,17,NE,Medium,"Incorporeal, Spirit, Undead","+35; 60 feet, (imprecise) 60 feet","Common, Necril, ; plus any four languages (typically ancient languages)","Acrobatics +34, Arcana +30, Intimidation +29, Occultism +30, Stealth +28",-5,+9,+0,+5,+7,+6,39,+25,+34,+30,250 (,all damage 15 (except,fly 40 feet,Book of the Dead pg. 93
1859,Gallowdead,15,NE,Medium,Undead,+27;,"Common, Necril","Acrobatics +27, Athletics +29, Intimidation +26, Stealth +27",+8,+4,+5,+2,+4,+5,37,+28,+25,+27,280 (,,25 feet,Book of the Dead pg. 94
1860,Gashadokuro,13,NE,Huge,Undead,+24;,"Common, ; (can't speak any language)","Athletics +27, Intimidation +24",+8,+4,+5,-3,+3,+3,33,+26,+21,+24,230 (,,25 feet,Book of the Dead pg. 95
1861,Geist,9,CE,Medium,"Incorporeal, Undead",+17;,"Common, Necril, telepathy, 100 feet","Acrobatics +20, Deception +18, Intimidation +20, Religion +17, Stealth +20",-5,+5,+0,+2,+2,+5,26,+13,+20,+17,120 (,all damage 10 (except,fly 30 feet,Book of the Dead pg. 96
1862,Gholdako,10,NE,Huge,Undead,+16;,"Cyclops, Jotun","Athletics +21, Intimidation +19, Religion +16, Soothsaying Lore +16",+7,+3,+7,+2,+2,+5,27,+21,+17,+14,215 (,,30 feet,Book of the Dead pg. 97
1863,Hungry Ghost,6,N,Medium,"Ghost, Incorporeal, Spirit, Undead",+13;,"Common, Necril, ; one other language","Deception +14, Diplomacy +14, Ghost Lore +18, Religion +17",-5,+5,+0,+4,+5,+4,23,+12,+17,+15,60 (,all damage 5 (except,fly 25 feet,Book of the Dead pg. 100
1864,Ghost Pirate,8,CE,Medium,"Ghost, Incorporeal, Spirit, Undead",+17;,"Common, Necril","Acrobatics +18, Diplomacy +15, Intimidation +17, Sailing Lore +16",-5,+6,+0,+2,+3,+5,26,+14,+18,+15,100 (,all damage 5 (except,fly 25 feet,Book of the Dead pg. 101
1865,Lacedon,2,CE,Medium,"Amphibious, Ghoul, Undead","+7; corpse scent (imprecise),","Aquan, Common, Necril","Acrobatics +8, Athletics +9 (+11 to Swim), Stealth +8, Survival +7",+3,+4,+3,+1,+1,+3,18,+7,+10,+7,32 (,,"25 feet, swim 30 feet",Book of the Dead pg. 104
1866,Priest of Kabriri,5,CE,Medium,"Ghoul, Undead",+13;,"Common, Necril","Athletics +13, Diplomacy +11, Religion +13, Society +9, Stealth +12",+4,+3,+1,+0,+4,+2,19,+9,+9,+12,63 (,,25 feet,Book of the Dead pg. 105
1867,Ghul,5,CE,Medium,"Genie, Ghul, Undead","+13; , (imprecise) 30 feet","Common, Necril, ; one planar language (typically, Aquan, Auran, Ignan, , or, Terran, )","Athletics +11, Deception +14, Diplomacy +12, Intimidation +12, Stealth +12, Survival +11",+5,+1,+2,+2,+2,+5,21,+13,+10,+13,85 (,,"30 feet, climb 20 feet",Book of the Dead pg. 106
1868,Grappling Spirit,9,LN,Medium,"Incorporeal, Spirit, Undead",+17;,Common,"Acrobatics +19, Athletics +21, Diplomacy +18, Gladiatorial Lore +15, Intimidation +20, Performance +20",-5,+6,+4,+0,+2,+5,27,+19,+19,+15,125 (,all damage 10 (except,fly 60 feet,Book of the Dead pg. 107
1869,Graveknight Warmaster,14,LE,Medium,Undead,+26;,"Common, Necril","Athletics +28, Deception +26, Intimidation +28, Religion +24, Society +25, Warfare Lore +27",+8,+4,+5,+3,+4,+6,38,+27,+24,+24,255 (,,25 feet,Book of the Dead pg. 110
1870,Faithless Ecclesiarch,6,NE,Medium,Undead,+16;,"Common, Necril","Athletics +11, Deception +14, Intimidation +14, Nethys Lore +14, Religion +14, Stealth +13",+3,+3,+2,+2,+4,+4,21,+12,+13,+16,93 (,,25 feet,Book of the Dead pg. 112
1871,Fallen Champion,8,NE,Medium,Undead,+17;,"Common, Necril","Acrobatics +14, Athletics +19, Intimidation +19, Kazutal Lore +16, Religion +17",+5,+2,+5,+2,+3,+5,28,+19,+14,+17,130 (,,25 feet,Book of the Dead pg. 113
1872,Hollow Serpent,15,NE,Large,Undead,"+27; , 60 feet, (imprecise) 60 feet",Aklo,"Acrobatics +29, Athletics +30, Stealth +29",+7,+8,+6,-2,+4,+3,37,+26,+30,+24,280 (,,"50 feet, climb 50 feet;",Book of the Dead pg. 114
1873,Ichor Slinger,4,NE,Medium,Undead,+10;,"Common, Necril, ; plus any one language","Athletics +11, Crafting +13, Deception +13, Performance +11, Stealth +9",+3,+1,+4,+3,+2,+5,20,+12,+11,+10,65 (,,25 feet,Book of the Dead pg. 115
1874,Iruxi Ossature,5,N,Medium,"Lizardfolk, Undead","+13; , 30 feet","Draconic, Iruxi, Necril","Athletics +12, Intimidation +11, Stealth +13",+5,+2,+4,-1,+2,+0,22,+15,+9,+13,76 (twilight spirit),,"20 feet, swim 10 feet",Book of the Dead pg. 116
1875,Last Guard,20,LN,Gargantuan,"Incorporeal, Spirit, Troop, Undead","+33; , 60 feet","Common, Elven, Necril","Acrobatics +38, Stealth +38, Warfare Lore +35",-5,+10,+10,+7,+7,+6,45,+34,+36,+31,330 (,all damage 10 (except,fly 40 feet; troop movement,Book of the Dead pg. 117
1877,Runecarved Lich,19,NE,Medium,Undead,+32;,"Abyssal, Aklo, Celestial, Common, Draconic, Infernal, Necril, Undercommon","Arcana +34, Crafting +38 (can craft magic items), Deception +35, Diplomacy +35, Intimidation +37, Occultism +36, Religion +34, Stealth +33",+5,+6,+4,+7,+7,+10,42,+27,+33,+36; +1 status to all saves vs. positive,330 (,,25 feet,Book of the Dead pg. 122
1878,Little Man in the Woods,6,CE,Small,Undead,+12;,"Common, Necril, ; one additional language","Acrobatics +14, Athletics +14 (+16 to, Grapple ), Deception +14, Stealth +16",+4,+5,+3,+1,+2,+4,24,+13,+17,+12,95 (,,25 feet,Book of the Dead pg. 124
1879,Llorona,12,NE,Medium,"Incorporeal, Spirit, Undead",+20;,Common,"Athletics +23, Deception +25, Intimidation +23, Stealth +23",-5,+7,+1,+2,+2,+5,32,+19,+23,+20,165 (,all damage 10 (except,fly 60 feet,Book of the Dead pg. 125
1880,Shadern,1,CE,Small,"Fire, Goblin, Humanoid, Mortic","+5; , smoke vision","Common, Goblin, Necril","Acrobatics +7, Athletics +5, Stealth +7, Survival +3",+2,+4,+3,-1,+0,+1,15,+6,+9,+3,21 (,,25 feet,Book of the Dead pg. 126
1881,Jitterbone,4,CN,Small,"Halfling, Humanoid, Mortic",+10;,"Common, Halfling, Necril","Acrobatics +12, Athletics +10, Deception +9, Stealth +12",+2,+4,+3,+0,+1,+1,20,+10,+14,+10,56 (,see Osseous Defense,25 feet; compression,Book of the Dead pg. 126
1882,Relictner,12,LE,Medium,"Dwarf, Humanoid, Mortic","+23; , lair sense","Common, Dwarven, Necril","Athletics +25, Crafting +22, Intimidation +19, Survival +23, Thievery +20",+7,+2,+7,+4,+5,+1,32,+25,+18,+21,265 (,,20 feet,Book of the Dead pg. 127
1883,Mummified Cat,0,NE,Tiny,"Mummy, Undead","+7; , (imprecise) 30 feet",UNKNOWN,"Acrobatics +4, Athletics +5, Stealth +9",+1,+0,+2,-4,+3,-2,15,+8,+4,+7,17 (,,"25 feet, climb 15 feet",Book of the Dead pg. 130
1884,Decrepit Mummy,2,LE,Medium,"Mummy, Undead",+10;,"Necril, ; plus any one language they knew while alive","Athletics +7, Stealth +9",+3,+1,-2,-2,+4,+2,17 (15 when crumbling),+6,+7,+10,40 (,,20 feet,Book of the Dead pg. 130
1885,Ice Mummy,8,NE,Medium,"Cold, Mummy, Undead","+16; , snow vision","Common, Necril, ; plus any two languages they knew while alive","Deception +18, Intimidation +16, Occultism +17, Stealth +17",+5,+3,+2,+5,+4,+6,26,+16,+13,+18,130 (,,20 feet,Book of the Dead pg. 131
1886,Iroran Mummy,10,LN,Medium,"Mummy, Undead",+21;,"Necril, ; plus any two languages they knew while alive","Acrobatics +25, Athletics +21, Irori Lore +25, Religion +21",+5,+7,+4,+0,+5,+3,31,+18,+21,+21,190 (,,30 feet,Book of the Dead pg. 132
1887,Mummy Prophet of Set,13,NE,Medium,"Mummy, Undead","+23; , sand vision","Necril, ; plus any two languages they knew while alive","Arcana +23, Deception +25, Intimidation +27, Occultism +25, Religion +27, Society +23, Stealth +23",+5,+4,+5,+6,+8,+6,33,+22,+21,+25; +1 status to all saves vs. magic,250 (,,20 feet,Book of the Dead pg. 132
1888,Obrousian,14,NE,Medium,"Amphibious, Undead",+26;,"Aquan, Common, Necril","Athletics +26 (+28 to, Swim ), Deception +27, Intimidation +25, Nature +24, Stealth +26",+6,+4,+3,+0,+4,+7,36,+25,+22,+28,250 (,,"5 feet, swim 30 feet",Book of the Dead pg. 134
1889,Onryo,12,NE,Medium,Undead,+21;,Common,"Acrobatics +25, Athletics +20, Stealth +25, Survival +23",+2,+7,+5,+2,+5,+6,32,+21,+23,+23; +1 status to all saves vs.,180 (,all damage 8 (except,"35 feet, climb 35 feet; flicker,",Book of the Dead pg. 135
1890,Pale Sovereign,16,LN,Medium,Undead,"+28; , sense visitors","Common, Necril","Deception +31, Diplomacy +31, Intimidation +33, Occultism +28, Society +28",+4,+8,+4,+6,+6,+9,36,+26,+30,+28; –2 to all saves vs. curses,298 (,,"25 feet,",Book of the Dead pg. 136
1891,Polong,8,NE,Medium,"Incorporeal, Spirit, Undead","+17; , 30 feet",any one language known by the polong's creator,"Deception +18, Medicine +15, Occultism +13, Stealth +18",-5,+6,+2,+1,+5,+6,24,+12,+18,+19,100 (,all 5 (except,fly 35 feet,Book of the Dead pg. 138
1892,Raw Nerve,8,NE,Medium,Undead,"+17; , thoughtsense 60 feet","Common, Necril, ; (can't speak any language);, telepathy, 100 feet","Intimidation +16, Lore +20 (any one Lore it knew in life), Medicine +15, Occultism +18, Stealth +16",+3,+4,+0,+6,+3,+2,26,+14,+16,+19,150 (,,"30 feet, float",Book of the Dead pg. 139
1893,Pale Stranger,10,LN,Medium,Undead,"+19; , sense murderer","any one language spoken in life by their murderer (typically, Common, )","Acrobatics +21, Athletics +19, Intimidation +20",+5,+7,+4,+0,+3,+2,29,+19,+21,+15,155 (,physical 10 (except slashing),25 feet,Book of the Dead pg. 140
1894,Silent Stalker,13,LN,Small,Undead,"+24; , sense murderer","any one spoken in life by their murderer (typically, Common, ; can't speak)","Athletics +27, Intimidation +24, Stealth +28",+8,+5,+3,+0,+5,+3,34,+22,+24,+22,220 (,physical 15 (except slashing),25 feet,Book of the Dead pg. 141
1895,Predatory Rabbit,-1,CE,Tiny,Undead,"+5; , sense companion",UNKNOWN,"Acrobatics +6, Athletics +2 (+4 when jumping), Stealth +6",+0,+4,+2,-4,+1,-1,16,+4,+8,+3,6 (,,40 feet,Book of the Dead pg. 142
1896,Scorned Hound,1,NE,Small,Undead,"+7; , (imprecise) 30 feet, sense companion",UNKNOWN,"Acrobatics +5, Athletics +7, Stealth +5, Survival +5",+4,+2,+2,-4,+2,-1,15,+9,+7,+5,22 (,,30 feet,Book of the Dead pg. 142
